url,status,final_url,content_type,template,in_sitemap,word_count,internal_links,external_links,image_count,missing_alt_count,redirect_hops,error,collected_at,soft_404_candidate,js_dependent
https://www.orangejelly.co.uk/,200,https://www.orangejelly.co.uk/,text/html; charset=utf-8,homepage,yes,1288,70,8,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/pub-marketing-plan-2026-monthly-guide,200,https://www.orangejelly.co.uk/licensees-guide/pub-marketing-plan-2026-monthly-guide,text/html; charset=utf-8,section:licensees-guide,yes,4079,60,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/autumn-rugby-nations-championship-pubs,200,https://www.orangejelly.co.uk/licensees-guide/autumn-rugby-nations-championship-pubs,text/html; charset=utf-8,section:licensees-guide,yes,2443,56,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/pub-new-years-eve-planning-guide,200,https://www.orangejelly.co.uk/licensees-guide/pub-new-years-eve-planning-guide,text/html; charset=utf-8,section:licensees-guide,yes,3000,57,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/category/property,200,https://www.orangejelly.co.uk/licensees-guide/category/property,text/html; charset=utf-8,section:licensees-guide,yes,233,44,5,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/cashflow-fixes-when-trade-drops,200,https://www.orangejelly.co.uk/licensees-guide/cashflow-fixes-when-trade-drops,text/html; charset=utf-8,section:licensees-guide,yes,1087,50,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/category/revenue-growth,200,https://www.orangejelly.co.uk/licensees-guide/category/revenue-growth,text/html; charset=utf-8,section:licensees-guide,yes,651,55,5,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/low-budget-pub-marketing-ideas,200,https://www.orangejelly.co.uk/licensees-guide/low-budget-pub-marketing-ideas,text/html; charset=utf-8,section:licensees-guide,yes,903,53,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/ways-to-work/growth-fix,200,https://www.orangejelly.co.uk/ways-to-work/growth-fix,text/html; charset=utf-8,section:ways-to-work,yes,493,35,7,3,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/young-people-wont-come-to-your-pub,200,https://www.orangejelly.co.uk/licensees-guide/young-people-wont-come-to-your-pub,text/html; charset=utf-8,section:licensees-guide,yes,1710,50,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,200,https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,text/html; charset=utf-8,section:licensees-guide,yes,877,51,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/pub-six-nations-rugby-marketing,200,https://www.orangejelly.co.uk/licensees-guide/pub-six-nations-rugby-marketing,text/html; charset=utf-8,section:licensees-guide,yes,2634,55,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/pub-marketing-buckinghamshire,200,https://www.orangejelly.co.uk/pub-marketing-buckinghamshire,text/html; charset=utf-8,top-level:pub-marketing-buckinghamshire,yes,638,46,7,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/pub-marketing-london,200,https://www.orangejelly.co.uk/pub-marketing-london,text/html; charset=utf-8,top-level:pub-marketing-london,yes,666,46,7,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/fix-my-pub,200,https://www.orangejelly.co.uk/fix-my-pub,text/html; charset=utf-8,top-level:fix-my-pub,yes,678,38,7,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,200,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,text/html; charset=utf-8,section:licensees-guide,yes,866,53,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,200,https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,text/html; charset=utf-8,section:licensees-guide,yes,875,51,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/pub-marketing-berkshire,200,https://www.orangejelly.co.uk/pub-marketing-berkshire,text/html; charset=utf-8,top-level:pub-marketing-berkshire,yes,628,46,7,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/quiet-monday-night-promotions,200,https://www.orangejelly.co.uk/licensees-guide/quiet-monday-night-promotions,text/html; charset=utf-8,section:licensees-guide,yes,868,51,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,200,https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,text/html; charset=utf-8,section:licensees-guide,yes,2481,51,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/pub-wages-labour-costs-guide,200,https://www.orangejelly.co.uk/licensees-guide/pub-wages-labour-costs-guide,text/html; charset=utf-8,section:licensees-guide,yes,3226,55,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,200,https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,text/html; charset=utf-8,section:licensees-guide,yes,886,50,15,5,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
https://www.orangejelly.co.uk/ways-to-work,200,https://www.orangejelly.co.uk/ways-to-work,text/html; charset=utf-8,top-level:ways-to-work,yes,960,41,6,4,0,0,,2026-07-07T06:12:25.467642+00:00,no,no
