export_id,page,page_id,clicks,impressions,ctr,position,scope,level,completeness,truncated,window_start,window_end,reporting_country,search_type,filter_type,filter_value,source_file
gsc-16m-all,https://www.orangejelly.co.uk/guides/young-people-wont-come-to-your-pub,,0,16,0,70.88,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/how-to-run-successful-pub-events,,0,16,0,40.06,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/pub-recruitment-hiring-bar-staff,,0,16,0,15.44,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/staff-motivation-hacks-no-pay-rise,,0,16,0,19.56,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/empty-pub-solutions,,0,15,0,9.33,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/buying-a-pub-complete-guide,,0,14,0,36.21,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/christmas-pub-event-ideas,,0,14,0,29.93,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/build-loyalty-scheme-fill-pub,,0,13,0,11.23,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/pub-event-template-profit-nights,,0,13,0,75.54,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/food-allergies-gdpr-compliance,,0,11,0,50.36,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/pub-toilet-refurbishment-budget-guide,,0,11,0,16.36,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/pub-vat-accounting-guide,pg_0038,0,10,0,20.1,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/summer-pub-event-ideas,pg_0031,0,10,0,10.6,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/pub-health-safety-checklist,,0,9,0,8.56,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/revenue-levers-struggling-pubs,,0,9,0,70,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/social-media-strategy-for-pubs,pg_0024,0,9,0,34.78,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/staff-motivation-hacks-no-pay-rise,,0,9,0,16.44,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/category/community,,0,8,0,27.88,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/category/social-media,,0,8,0,93.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/food-hygiene-rating-five-star-guide,,0,8,0,37.25,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/pub-empty-tuesday-nights,,0,8,0,3.25,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/pub-six-nations-rugby-marketing,,0,7,0,5.43,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/wet-led-vs-food-led-pubs,,0,7,0,5.43,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/black-friday-pub-ideas,,0,7,0,26.29,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/brewery-tie-improve-your-deal,,0,7,0,44.43,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/low-budget-pub-marketing-ideas,,0,6,0,32.83,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/pub-refurbishment-on-budget,pg_0028,0,6,0,9.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/terrible-online-reviews-damage-control,,0,6,0,65.83,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/fix-my-pub,,0,5,0,2.6,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/cash-flow-crisis-breaking-cycle,,0,5,0,12.8,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/pub-marketing-kent,,0,5,0,20.4,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/instagram-marketing-for-pubs,pg_0029,0,4,0,3,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/pub-licensing-premises-personal-licence-guide,,0,4,0,25,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://cheersai.orangejelly.co.uk/,,0,3,0,2.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://mixerai.orangejelly.co.uk/,,0,3,0,2.33,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
