page_id,url,window,window_start,window_end,clicks,impressions,ctr,position,truncated,export_id
pg_0023,https://www.orangejelly.co.uk/guides/music-bingo-101,3m,2026-06-07,2026-09-06,0,3,0,3.67,false,gsc-3m-all
pg_0024,https://www.orangejelly.co.uk/guides/social-media-strategy-for-pubs,3m,2026-06-07,2026-09-06,0,9,0,34.78,false,gsc-3m-all
pg_0024,https://www.orangejelly.co.uk/licensees-guide/social-media-strategy-for-pubs,3m,2026-06-07,2026-09-06,0,280,0,25.6,false,gsc-3m-all
pg_0025,https://www.orangejelly.co.uk/guides/cellar-management-beer-quality-guide,3m,2026-06-07,2026-09-06,0,19,0,12.47,false,gsc-3m-all
pg_0025,https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,3m,2026-06-07,2026-09-06,1,326,0.003067,16.61,false,gsc-3m-all
pg_0026,https://www.orangejelly.co.uk/licensees-guide/national-drinks-days-pub-guide,3m,2026-06-07,2026-09-06,1,490,0.002041,11.66,false,gsc-3m-all
pg_0027,https://www.orangejelly.co.uk/guides/pub-event-ideas,3m,2026-06-07,2026-09-06,0,76,0,13.08,false,gsc-3m-all
pg_0027,https://www.orangejelly.co.uk/licensees-guide/pub-event-ideas,3m,2026-06-07,2026-09-06,0,64,0,8.06,false,gsc-3m-all
pg_0028,https://www.orangejelly.co.uk/guides/pub-refurbishment-on-budget,3m,2026-06-07,2026-09-06,0,6,0,9.67,false,gsc-3m-all
pg_0028,https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,3m,2026-06-07,2026-09-06,0,79,0,49.06,false,gsc-3m-all
pg_0029,https://www.orangejelly.co.uk/guides/instagram-marketing-for-pubs,3m,2026-06-07,2026-09-06,0,4,0,3,false,gsc-3m-all
pg_0029,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,3m,2026-06-07,2026-09-06,0,156,0,11.08,false,gsc-3m-all
pg_0031,https://www.orangejelly.co.uk/guides/summer-pub-event-ideas,3m,2026-06-07,2026-09-06,0,10,0,10.6,false,gsc-3m-all
pg_0031,https://www.orangejelly.co.uk/licensees-guide/summer-pub-event-ideas,3m,2026-06-07,2026-09-06,7,1897,0.00369,33.11,false,gsc-3m-all
pg_0032,https://www.orangejelly.co.uk/guides/content-marketing-ideas-pubs,3m,2026-06-07,2026-09-06,0,21,0,12,false,gsc-3m-all
pg_0032,https://www.orangejelly.co.uk/licensees-guide/content-marketing-ideas-pubs,3m,2026-06-07,2026-09-06,0,476,0,23.07,false,gsc-3m-all
pg_0033,https://www.orangejelly.co.uk/guides/christmas-pub-promotion-ideas,3m,2026-06-07,2026-09-06,0,3,0,3.67,false,gsc-3m-all
pg_0033,https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,3m,2026-06-07,2026-09-06,0,278,0,17.96,false,gsc-3m-all
pg_0034,https://www.orangejelly.co.uk/guides/summer-moments-simple-campaigns,3m,2026-06-07,2026-09-06,0,2,0,38.5,false,gsc-3m-all
pg_0034,https://www.orangejelly.co.uk/licensees-guide/summer-moments-simple-campaigns,3m,2026-06-07,2026-09-06,1,494,0.002024,46.22,false,gsc-3m-all
pg_0035,https://www.orangejelly.co.uk/licensees-guide/macmillan-coffee-morning-pub-guide,3m,2026-06-07,2026-09-06,2,916,0.002183,11.09,false,gsc-3m-all
pg_0036,https://www.orangejelly.co.uk/licensees-guide/midweek-pub-offers-that-work,3m,2026-06-07,2026-09-06,0,41,0,15.15,false,gsc-3m-all
pg_0037,https://www.orangejelly.co.uk/licensees-guide/compete-with-wetherspoons,3m,2026-06-07,2026-09-06,1,31,0.032258,10.58,false,gsc-3m-all
pg_0038,https://www.orangejelly.co.uk/guides/pub-vat-accounting-guide,3m,2026-06-07,2026-09-06,0,10,0,20.1,false,gsc-3m-all
pg_0038,https://www.orangejelly.co.uk/licensees-guide/pub-vat-accounting-guide,3m,2026-06-07,2026-09-06,0,279,0,16.68,false,gsc-3m-all
,https://mixerai.orangejelly.co.uk/,3m,2026-06-07,2026-09-06,0,3,0,2.33,false,gsc-3m-all
,https://www.orangejelly.co.uk/growth-problems/weak-demand,3m,2026-06-07,2026-09-06,0,1,0,11,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/autumn-pub-event-ideas,3m,2026-06-07,2026-09-06,0,2,0,42.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/autumn-rugby-nations-championship-pubs,3m,2026-06-07,2026-09-06,0,1,0,15,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/black-friday-pub-ideas,3m,2026-06-07,2026-09-06,0,1,0,23,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/brewery-tie-improve-your-deal,3m,2026-06-07,2026-09-06,0,2,0,48.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/build-loyalty-scheme-fill-pub,3m,2026-06-07,2026-09-06,0,13,0,11.23,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/buying-a-pub-complete-guide,3m,2026-06-07,2026-09-06,0,14,0,36.21,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/cash-flow-crisis-breaking-cycle,3m,2026-06-07,2026-09-06,0,5,0,12.8,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/cask-ale-week-pub-guide,3m,2026-06-07,2026-09-06,1,102,0.009804,6.57,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/category/events,3m,2026-06-07,2026-09-06,0,22,0,32,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/category/operations,3m,2026-06-07,2026-09-06,0,1,0,52,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/category/turnaround,3m,2026-06-07,2026-09-06,0,1,0,8,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/christmas-pub-event-ideas,3m,2026-06-07,2026-09-06,0,14,0,29.93,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/community-outreach-reintroduce-pub,3m,2026-06-07,2026-09-06,0,1,0,1,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/delivery-click-collect-without-harm,3m,2026-06-07,2026-09-06,0,1,0,9,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/energy-bill-shock-cut-venue-costs,3m,2026-06-07,2026-09-06,0,2,0,90.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/epos-data-revenue-comeback,3m,2026-06-07,2026-09-06,0,2,0,9.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/facebook-marketing-local-pubs,3m,2026-06-07,2026-09-06,0,2,0,11.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/family-craft-hour-101,3m,2026-06-07,2026-09-06,0,1,0,31,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/food-allergies-gdpr-compliance,3m,2026-06-07,2026-09-06,0,1,0,9,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/google-business-profile-pub-guide,3m,2026-06-07,2026-09-06,0,1,0,10,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/how-much-profit-does-a-pub-make,3m,2026-06-07,2026-09-06,0,21,0,8.24,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/how-to-attract-families-to-your-pub,3m,2026-06-07,2026-09-06,0,26,0,2.85,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/how-to-run-successful-pub-events,3m,2026-06-07,2026-09-06,0,44,0,55.91,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/karaoke-night-101,3m,2026-06-07,2026-09-06,0,1,0,6,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/live-music-events-for-pubs,3m,2026-06-07,2026-09-06,0,3,0,17.67,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/low-budget-pub-marketing-ideas,3m,2026-06-07,2026-09-06,0,6,0,32.83,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/nobody-books-tables-anymore,3m,2026-06-07,2026-09-06,0,2,0,6.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/oktoberfest-pub-guide,3m,2026-06-07,2026-09-06,0,1,0,17,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/partnering-local-brands-share-marketing,3m,2026-06-07,2026-09-06,0,24,0,2.75,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pop-up-events-for-pubs,3m,2026-06-07,2026-09-06,0,3,0,13,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/prs-ppl-music-licensing-pubs,3m,2026-06-07,2026-09-06,0,64,0,38.14,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-business-plan-template-guide,3m,2026-06-07,2026-09-06,0,30,0,14,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-chalkboard-a-board-ideas,3m,2026-06-07,2026-09-06,1,15,0.066667,8.93,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-differentiation-strategies,3m,2026-06-07,2026-09-06,0,1,0,2,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-epos-system-guide,3m,2026-06-07,2026-09-06,0,1,0,14,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-health-check-essential-fundamentals-licensee-success,3m,2026-06-07,2026-09-06,0,2,0,25,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-health-safety-checklist,3m,2026-06-07,2026-09-06,0,9,0,8.56,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-insurance-cover-guide,3m,2026-06-07,2026-09-06,0,295,0,28.65,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-licensing-premises-personal-licence-guide,3m,2026-06-07,2026-09-06,0,21,0,33.38,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-six-nations-rugby-marketing,3m,2026-06-07,2026-09-06,0,7,0,5.43,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-toilet-refurbishment-budget-guide,3m,2026-06-07,2026-09-06,0,46,0,34.83,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/pub-wages-labour-costs-guide,3m,2026-06-07,2026-09-06,0,1,0,2,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/quiet-monday-night-promotions,3m,2026-06-07,2026-09-06,0,2,0,14.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/revenue-levers-struggling-pubs,3m,2026-06-07,2026-09-06,0,9,0,70,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/staff-motivation-hacks-no-pay-rise,3m,2026-06-07,2026-09-06,0,9,0,16.44,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/summer-pub-marketing,3m,2026-06-07,2026-09-06,0,20,0,43.55,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/wet-led-vs-food-led-pubs,3m,2026-06-07,2026-09-06,0,7,0,5.43,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/why-is-my-pub-empty,3m,2026-06-07,2026-09-06,0,1,0,8,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/young-people-wont-come-to-your-pub,3m,2026-06-07,2026-09-06,0,16,0,70.88,false,gsc-3m-all
,https://www.orangejelly.co.uk/guides/zero-waste-stock-management-pubs,3m,2026-06-07,2026-09-06,0,2,0,21,false,gsc-3m-all
,https://www.orangejelly.co.uk/insights/marketing-for-law-firms,3m,2026-06-07,2026-09-06,0,3,0,24,false,gsc-3m-all
,https://www.orangejelly.co.uk/insights/what-is-a-fractional-cmo,3m,2026-06-07,2026-09-06,0,20,0,29.3,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/autumn-pub-event-ideas,3m,2026-06-07,2026-09-06,1,40,0.025,61.02,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/autumn-rugby-nations-championship-pubs,3m,2026-06-07,2026-09-06,0,110,0,14.47,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/black-friday-pub-ideas,3m,2026-06-07,2026-09-06,0,7,0,26.29,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/boardgame-night-101,3m,2026-06-07,2026-09-06,0,1,0,13,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/buying-a-pub-complete-guide,3m,2026-06-07,2026-09-06,0,151,0,32.21,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/cashflow-fixes-when-trade-drops,3m,2026-06-07,2026-09-06,0,15,0,37.07,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/cask-ale-week-pub-guide,3m,2026-06-07,2026-09-06,1,619,0.001616,6.77,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/category/events,3m,2026-06-07,2026-09-06,0,19,0,66.26,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/category/toolkits,3m,2026-06-07,2026-09-06,0,147,0,75.55,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,3m,2026-06-07,2026-09-06,2,65,0.030769,23.02,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/community-outreach-reintroduce-pub,3m,2026-06-07,2026-09-06,0,2,0,60.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/fizz-street-food-pop-up,3m,2026-06-07,2026-09-06,0,17,0,22.71,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/food-hygiene-rating-five-star-guide,3m,2026-06-07,2026-09-06,0,8,0,37.25,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/how-to-attract-families-to-your-pub,3m,2026-06-07,2026-09-06,0,251,0,3.99,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/karaoke-night-101,3m,2026-06-07,2026-09-06,0,1,0,11,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/oktoberfest-pub-guide,3m,2026-06-07,2026-09-06,4,110,0.036364,8.84,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/partnering-local-brands-share-marketing,3m,2026-06-07,2026-09-06,0,94,0,17.6,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pop-up-events-for-pubs,3m,2026-06-07,2026-09-06,0,189,0,28.44,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,3m,2026-06-07,2026-09-06,0,122,0,63.04,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/prs-ppl-music-licensing-pubs,3m,2026-06-07,2026-09-06,0,96,0,21.36,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-business-plan-template-guide,3m,2026-06-07,2026-09-06,0,2,0,38.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-drinks-menu-design-guide,3m,2026-06-07,2026-09-06,0,57,0,30.81,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-empty-tuesday-nights,3m,2026-06-07,2026-09-06,0,8,0,3.25,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-event-template-profit-nights,3m,2026-06-07,2026-09-06,0,13,0,75.54,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-health-check-essential-fundamentals-licensee-success,3m,2026-06-07,2026-09-06,0,2,0,56.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-insurance-cover-guide,3m,2026-06-07,2026-09-06,0,31,0,63.23,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-licensing-premises-personal-licence-guide,3m,2026-06-07,2026-09-06,0,4,0,25,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-marketing-plan-2026-monthly-guide,3m,2026-06-07,2026-09-06,0,1,0,80,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-recruitment-hiring-bar-staff,3m,2026-06-07,2026-09-06,0,16,0,15.44,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/pub-toilet-refurbishment-budget-guide,3m,2026-06-07,2026-09-06,0,6,0,21.83,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/recession-proof-pub-strategies,3m,2026-06-07,2026-09-06,0,1,0,56,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/why-is-my-pub-empty,3m,2026-06-07,2026-09-06,0,150,0,8.17,false,gsc-3m-all
,https://www.orangejelly.co.uk/licensees-guide/wine-tasting-evenings-for-pubs,3m,2026-06-07,2026-09-06,0,1,0,60,false,gsc-3m-all
,https://www.orangejelly.co.uk/privacy,3m,2026-06-07,2026-09-06,0,1,0,18,false,gsc-3m-all
,https://www.orangejelly.co.uk/pub-marketing-berkshire,3m,2026-06-07,2026-09-06,0,35,0,80.74,false,gsc-3m-all
,https://www.orangejelly.co.uk/pub-marketing-kent,3m,2026-06-07,2026-09-06,0,4,0,1.25,false,gsc-3m-all
,https://www.orangejelly.co.uk/pub-marketing-london,3m,2026-06-07,2026-09-06,0,2,0,24.5,false,gsc-3m-all
,https://www.orangejelly.co.uk/pub-rescue,3m,2026-06-07,2026-09-06,0,26,0,51.27,false,gsc-3m-all
,https://www.orangejelly.co.uk/services/content-creation-for-pubs,3m,2026-06-07,2026-09-06,0,89,0,2.43,false,gsc-3m-all
,https://www.orangejelly.co.uk/services/facebook-services-for-pubs,3m,2026-06-07,2026-09-06,0,14,0,4.07,false,gsc-3m-all
,https://www.orangejelly.co.uk/services/instagram-services-for-pubs,3m,2026-06-07,2026-09-06,0,18,0,4.39,false,gsc-3m-all
,https://www.orangejelly.co.uk/services/paid-social-for-pubs,3m,2026-06-07,2026-09-06,0,85,0,4.25,false,gsc-3m-all
,https://www.orangejelly.co.uk/services/social-media-marketing-for-pubs,3m,2026-06-07,2026-09-06,0,180,0,8.51,false,gsc-3m-all
,https://www.orangejelly.co.uk/ways-to-work,3m,2026-06-07,2026-09-06,0,504,0,42.53,false,gsc-3m-all
pg_0001,https://www.orangejelly.co.uk/,month,2026-08-10,2026-09-06,0,1,0,63,false,gsc-month-all
pg_0006,https://www.orangejelly.co.uk/pub-marketing,month,2026-08-10,2026-09-06,0,153,0,21.33,false,gsc-month-all
pg_0009,https://www.orangejelly.co.uk/guides,month,2026-08-10,2026-09-06,0,3,0,17.67,false,gsc-month-all
pg_0009,https://www.orangejelly.co.uk/licensees-guide,month,2026-08-10,2026-09-06,0,74,0,50.76,false,gsc-month-all
pg_0019,https://www.orangejelly.co.uk/guides/quiz-night-101,month,2026-08-10,2026-09-06,0,2,0,12.5,false,gsc-month-all
pg_0019,https://www.orangejelly.co.uk/licensees-guide/quiz-night-101,month,2026-08-10,2026-09-06,0,132,0,9.19,false,gsc-month-all
pg_0020,https://www.orangejelly.co.uk/guides/quiz-night-ideas,month,2026-08-10,2026-09-06,0,17,0,13.71,false,gsc-month-all
pg_0020,https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,month,2026-08-10,2026-09-06,5,274,0.018248,11.39,false,gsc-month-all
pg_0021,https://www.orangejelly.co.uk/licensees-guide/profitable-pub-food-menu-ideas,month,2026-08-10,2026-09-06,0,77,0,17.9,false,gsc-month-all
pg_0022,https://www.orangejelly.co.uk/licensees-guide/cash-bingo-101,month,2026-08-10,2026-09-06,5,491,0.010183,8.93,false,gsc-month-all
pg_0023,https://www.orangejelly.co.uk/guides/music-bingo-101,month,2026-08-10,2026-09-06,0,3,0,3.67,false,gsc-month-all
pg_0024,https://www.orangejelly.co.uk/guides/social-media-strategy-for-pubs,month,2026-08-10,2026-09-06,0,9,0,34.78,false,gsc-month-all
pg_0024,https://www.orangejelly.co.uk/licensees-guide/social-media-strategy-for-pubs,month,2026-08-10,2026-09-06,0,49,0,47.39,false,gsc-month-all
pg_0025,https://www.orangejelly.co.uk/guides/cellar-management-beer-quality-guide,month,2026-08-10,2026-09-06,0,19,0,12.47,false,gsc-month-all
pg_0025,https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,month,2026-08-10,2026-09-06,1,207,0.004831,14.86,false,gsc-month-all
pg_0026,https://www.orangejelly.co.uk/licensees-guide/national-drinks-days-pub-guide,month,2026-08-10,2026-09-06,1,156,0.00641,11.72,false,gsc-month-all
pg_0027,https://www.orangejelly.co.uk/guides/pub-event-ideas,month,2026-08-10,2026-09-06,0,76,0,13.08,false,gsc-month-all
pg_0027,https://www.orangejelly.co.uk/licensees-guide/pub-event-ideas,month,2026-08-10,2026-09-06,0,55,0,7.18,false,gsc-month-all
pg_0028,https://www.orangejelly.co.uk/guides/pub-refurbishment-on-budget,month,2026-08-10,2026-09-06,0,6,0,9.67,false,gsc-month-all
pg_0028,https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,month,2026-08-10,2026-09-06,0,28,0,38.25,false,gsc-month-all
pg_0029,https://www.orangejelly.co.uk/guides/instagram-marketing-for-pubs,month,2026-08-10,2026-09-06,0,4,0,3,false,gsc-month-all
pg_0029,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,month,2026-08-10,2026-09-06,0,44,0,11.61,false,gsc-month-all
pg_0031,https://www.orangejelly.co.uk/guides/summer-pub-event-ideas,month,2026-08-10,2026-09-06,0,10,0,10.6,false,gsc-month-all
pg_0031,https://www.orangejelly.co.uk/licensees-guide/summer-pub-event-ideas,month,2026-08-10,2026-09-06,1,539,0.001855,36.12,false,gsc-month-all
pg_0032,https://www.orangejelly.co.uk/guides/content-marketing-ideas-pubs,month,2026-08-10,2026-09-06,0,21,0,12,false,gsc-month-all
pg_0032,https://www.orangejelly.co.uk/licensees-guide/content-marketing-ideas-pubs,month,2026-08-10,2026-09-06,0,139,0,27.35,false,gsc-month-all
pg_0033,https://www.orangejelly.co.uk/guides/christmas-pub-promotion-ideas,month,2026-08-10,2026-09-06,0,3,0,3.67,false,gsc-month-all
pg_0033,https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,month,2026-08-10,2026-09-06,0,145,0,16.52,false,gsc-month-all
pg_0034,https://www.orangejelly.co.uk/guides/summer-moments-simple-campaigns,month,2026-08-10,2026-09-06,0,2,0,38.5,false,gsc-month-all
pg_0034,https://www.orangejelly.co.uk/licensees-guide/summer-moments-simple-campaigns,month,2026-08-10,2026-09-06,0,195,0,58.73,false,gsc-month-all
pg_0035,https://www.orangejelly.co.uk/licensees-guide/macmillan-coffee-morning-pub-guide,month,2026-08-10,2026-09-06,0,412,0,10.26,false,gsc-month-all
pg_0036,https://www.orangejelly.co.uk/licensees-guide/midweek-pub-offers-that-work,month,2026-08-10,2026-09-06,0,14,0,16.29,false,gsc-month-all
pg_0037,https://www.orangejelly.co.uk/licensees-guide/compete-with-wetherspoons,month,2026-08-10,2026-09-06,0,11,0,10.36,false,gsc-month-all
pg_0038,https://www.orangejelly.co.uk/guides/pub-vat-accounting-guide,month,2026-08-10,2026-09-06,0,10,0,20.1,false,gsc-month-all
pg_0038,https://www.orangejelly.co.uk/licensees-guide/pub-vat-accounting-guide,month,2026-08-10,2026-09-06,0,194,0,17.79,false,gsc-month-all
,https://mixerai.orangejelly.co.uk/,month,2026-08-10,2026-09-06,0,3,0,2.33,false,gsc-month-all
,https://www.orangejelly.co.uk/growth-problems/weak-demand,month,2026-08-10,2026-09-06,0,1,0,11,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/autumn-pub-event-ideas,month,2026-08-10,2026-09-06,0,2,0,42.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/autumn-rugby-nations-championship-pubs,month,2026-08-10,2026-09-06,0,1,0,15,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/black-friday-pub-ideas,month,2026-08-10,2026-09-06,0,1,0,23,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/brewery-tie-improve-your-deal,month,2026-08-10,2026-09-06,0,2,0,48.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/build-loyalty-scheme-fill-pub,month,2026-08-10,2026-09-06,0,13,0,11.23,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/buying-a-pub-complete-guide,month,2026-08-10,2026-09-06,0,14,0,36.21,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/cash-flow-crisis-breaking-cycle,month,2026-08-10,2026-09-06,0,5,0,12.8,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/cask-ale-week-pub-guide,month,2026-08-10,2026-09-06,1,102,0.009804,6.57,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/category/events,month,2026-08-10,2026-09-06,0,22,0,32,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/category/operations,month,2026-08-10,2026-09-06,0,1,0,52,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/category/turnaround,month,2026-08-10,2026-09-06,0,1,0,8,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/christmas-pub-event-ideas,month,2026-08-10,2026-09-06,0,14,0,29.93,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/community-outreach-reintroduce-pub,month,2026-08-10,2026-09-06,0,1,0,1,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/delivery-click-collect-without-harm,month,2026-08-10,2026-09-06,0,1,0,9,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/energy-bill-shock-cut-venue-costs,month,2026-08-10,2026-09-06,0,2,0,90.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/epos-data-revenue-comeback,month,2026-08-10,2026-09-06,0,2,0,9.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/facebook-marketing-local-pubs,month,2026-08-10,2026-09-06,0,2,0,11.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/family-craft-hour-101,month,2026-08-10,2026-09-06,0,1,0,31,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/food-allergies-gdpr-compliance,month,2026-08-10,2026-09-06,0,1,0,9,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/google-business-profile-pub-guide,month,2026-08-10,2026-09-06,0,1,0,10,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/how-much-profit-does-a-pub-make,month,2026-08-10,2026-09-06,0,21,0,8.24,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/how-to-attract-families-to-your-pub,month,2026-08-10,2026-09-06,0,26,0,2.85,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/how-to-run-successful-pub-events,month,2026-08-10,2026-09-06,0,44,0,55.91,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/karaoke-night-101,month,2026-08-10,2026-09-06,0,1,0,6,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/live-music-events-for-pubs,month,2026-08-10,2026-09-06,0,3,0,17.67,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/low-budget-pub-marketing-ideas,month,2026-08-10,2026-09-06,0,6,0,32.83,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/nobody-books-tables-anymore,month,2026-08-10,2026-09-06,0,2,0,6.5,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/oktoberfest-pub-guide,month,2026-08-10,2026-09-06,0,1,0,17,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/partnering-local-brands-share-marketing,month,2026-08-10,2026-09-06,0,24,0,2.75,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/pop-up-events-for-pubs,month,2026-08-10,2026-09-06,0,3,0,13,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/prs-ppl-music-licensing-pubs,month,2026-08-10,2026-09-06,0,64,0,38.14,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/pub-business-plan-template-guide,month,2026-08-10,2026-09-06,0,30,0,14,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/pub-chalkboard-a-board-ideas,month,2026-08-10,2026-09-06,1,15,0.066667,8.93,false,gsc-month-all
,https://www.orangejelly.co.uk/guides/pub-differentiation-strategies,month,2026-08-10,2026-09-06,0,1,0,2,false,gsc-month-all
